dbo,Asthma,AsthmaID,PK_Asthma
dbo,AsthmaOtherInfo,AsthmaID,PK_AsthmaOtherInfo
dbo,AsthmaTriggers,AsthmaTriggersID,PK_AsthmaTriggers
dbo,AuditTrail,AuditTrailID,PK_AuditTrail
dbo,AuthorizedPersonnel,ID,Pk_AuthorizedPersonnel_EventID
dbo,AuthorizedPersonnelEvent,EventID,Pk_AuthorizedPersonnelEvent_EventID
dbo,AuthorizedPersonnelHistory,AuthorizedPersonnelHistoryID,PK_AuthorizedPersonnelHistory
dbo,BackupDownloadHistory,BackupDownloadHistoryID,PK_BackupDownloadHistory
dbo,BadgeType,BadgeTypeID,PK_BadgeType
dbo,BatchFileExport,TaskID,PK_BatchFileExport
dbo,BatchFrequency,DayOfWeek,PK_BatchFrequency
dbo,BatchInvoice,BatchID,PK_BatchInvoice
dbo,BatchSchedule,ScheduleID,PK_BatchSchedule
dbo,BatchTask,TaskID,PK_BatchTask
dbo,BatchUpdateServiceAccount,BatchUpdateServiceAccountID,PK_BatchUpdateServiceAccount
dbo,BatchUpdateServiceAccountHistory,BatchUpdateServiceAccountHistoryID,PK_BatchUpdateServiceAccountHistory
dbo,BBoardHistory,MessageID,PK_BBoardHistory
dbo,BBoardHistory,EntityID,PK_BBoardHistory
dbo,BBoardMessage,MessageID,PK_BBoardMessage
dbo,BBoardPermission,PermissionID,PK_BBoardPermission
dbo,Benevolence,BenevolenceID,PK_Benevolence
dbo,Bereavement,EntityID,PK_Bereavement
dbo,BillingCredential,BillingCredentialID,PK_BillingCredential
dbo,BillingGroup,BillingGroupID,PK_BillingGroup
dbo,BillingHistory,BillingHistoryID,PK_BillingHistory
