dbo,Activity,EntityID,FK_Activity_Entity,dbo,Entity,EntityID
dbo,Activity,CreatedBy,FK_Activity_Users,dbo,Users,EntityID
dbo,ActivityLocationCategory,ActivityLocationID,FK_ActivityLocationCategory_ActivityLocation,dbo,ActivityLocationType,ActivityLocationTypeID
dbo,ActivityLocationType,OrgGroupID,FK_ActivityLocationType_OrgGroup,dbo,OrgGroup,OrgGroupID
dbo,ActivityLocationType,CreatedBy,FK_ActivityLocationType_CreatedBy,dbo,Users,EntityID
dbo,Address,ZipCode,FK_Address_ZipCode,dbo,ZipCode,ZipCode
dbo,Address,CreatedBy,FK_Address_Users,dbo,Users,EntityID
dbo,AddressExt,AddressID,FK_AddressExt_AddressID,dbo,Address,AddressID
dbo,AdHocReport,CreatedBy,FK_AdHocReport_Users,dbo,Users,EntityID
dbo,AdulthoodUpdate,AssessmentID,FK_AdulthoodUpdate _AssessmentID,dbo,Assessment,AssessmentID
dbo,AffordabilityCalc,EntityID,FK_AffordabilityCalc_Entity,dbo,Entity,EntityID
dbo,AffordabilityCalc,CreatedBy,FK_AffordabilityCalc_Users,dbo,Users,EntityID
dbo,AharDataEntry,OrgGroupID,FK_AharDataEntry_OrgGroupID,dbo,OrgGroup,OrgGroupID
dbo,AharDataEntry,CreatedBy,FK_AharDataEntry_Users,dbo,Users,EntityID
dbo,AharDataEntry,CurrentOrganizationID,FK_AharDataEntry_Organization,dbo,Organization,EntityID
dbo,AharJurisidictionCodes,AharReportID,FK_AharJurisidictionCodes_AharDataEntry,dbo,AharDataEntry,AharReportID
dbo,AharOrganizationEntry,AharReportID,FK_AharOrganizationEntry_AharDataEntry,dbo,AharDataEntry,AharReportID
dbo,AharProgramEntry,AharReportID,FK_AharProgramEntry_AharDataEntry,dbo,AharDataEntry,AharReportID
dbo,AHARPrograms,ProgramID,FK_AHARPrograms_Program,dbo,Program,ProgramID
dbo,AHARPrograms,ReportMappingID,FK_AHARPrograms_ServiceReportingMap,dbo,ServiceReportingMap,ReportingMapID
dbo,AlcoholDrugScreen,ClientID,FK_AlcoholDrugScreen_Client,dbo,Client,EntityID
dbo,AlcoholDrugScreen,CaseNoteID,FK_AlcoholDrugScreen_CaseNotes,dbo,CaseNotes,CaseNoteID
dbo,AlcoholDrugScreen,CreatedBy,FK_AlcoholDrugScreen_Users,dbo,Users,EntityID
dbo,AlcoholDrugScreenAnyOf,AlcoholDrugScreenID,FK_AlcoholDrugScreenAnyOf_AlcoholDrugScreen,dbo,AlcoholDrugScreen,AlcoholDrugScreenID
dbo,AlcoholDrugScreenSymptom,AlcoholDrugScreenID,FK_AlcoholDrugScreenSymptom_AlcoholDrugScreen,dbo,AlcoholDrugScreen,AlcoholDrugScreenID
dbo,AlertConfiguration,AlertActionTypeID,FK_AlertConfiguration_AlertActionType,dbo,AlertActionType,AlertActionTypeID
dbo,AlertConfiguration,AlertTypeID,FK_AlertConfiguration_AlertType,dbo,AlertType,AlertTypeID
dbo,AlertConfiguration,CreatedBy,FK_AlertConfiguration_Entity,dbo,Entity,EntityID
dbo,AlertType,ContextQueryID,FK_AlertType_ContextQuery,dbo,Query,QueryID
dbo,AlertType,RuleQueryID,FK_AlertType_RuleQuery,dbo,Query,QueryID
dbo,Allergies,ClientID,FK_Allergies_Client,dbo,Client,EntityID
dbo,Allergies,AllergyTypeID,FK_Allergies_AllergyType,dbo,AllergyType,AllergyTypeID
dbo,Allergies,CaseNoteID,FK_Allergies_CaseNotes,dbo,CaseNotes,CaseNoteID
dbo,Allergies,CreatedBy,FK_Allergies_Users,dbo,Users,EntityID
